
MISC - Timestep: 32768 | Elapsed time: 52.983
ACTOR - Steps per second: 624.635 | Episode length mean: 14.917 | Episode length std: 4.765 | Episode length min: 1 | Episode length max: 33 | Episode return mean: -38.033 | Episode return std: 34.646 | Episode return min: -112.000 | Episode return max: -5.000
ACTOR - Steps per second: 931.719 | Episode length mean: 14.813 | Episode length std: 3.847 | Episode length min: 4 | Episode length max: 32 | Episode return mean: -14.813 | Episode return std: 3.847 | Episode return min: -32.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.045 | Entropy: 0.045 | Total loss: 0.667 | Value loss: 1.335
EVALUATOR - Steps per second: 3180.531 | Episode length mean: 15.219 | Episode length std: 3.706 | Episode length min: 8 | Episode length max: 23 | Episode return mean: -15.219 | Episode return std: 3.706 | Episode return min: -23.000 | Episode return max: -8.000
MISC - Timestep: 196608 | Elapsed time: 238.301
ACTOR - Steps per second: 886.987 | Episode length mean: 14.617 | Episode length std: 3.738 | Episode length min: 5 | Episode length max: 29 | Episode return mean: -14.617 | Episode return std: 3.738 | Episode return min: -29.000 | Episode return max: -5.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.042 | Entropy: 0.042 | Total loss: 0.645 | Value loss: 1.292
EVALUATOR - Steps per second: 1739.721 | Episode length mean: 14.625 | Episode length std: 4.014 | Episode length min: 7 | Episode length max: 23 | Episode return mean: -14.625 | Episode return std: 4.014 | Episode return min: -23.000 | Episode return max: -7.000
MISC - Timestep: 229376 | Elapsed time: 278.444
ACTOR - Steps per second: 837.739 | Episode length mean: 14.549 | Episode length std: 3.725 | Episode length min: 4 | Episode length max: 35 | Episode return mean: -14.549 | Episode return std: 3.725 | Episode return min: -35.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.036 | Entropy: 0.036 | Total loss: 0.625 | Value loss: 1.252
EVALUATOR - Steps per second: 2851.820 | Episode length mean: 14.781 | Episode length std: 3.629 | Episode length min: 7 | Episode length max: 21 | Episode return mean: -14.781 | Episode return std: 3.629 | Episode return min: -21.000 | Episode return max: -7.000
MISC - Timestep: 262144 | Elapsed time: 311.005
ACTOR - Steps per second: 1033.531 | Episode length mean: 14.445 | Episode length std: 3.806 | Episode length min: 3 | Episode length max: 31 | Episode return mean: -14.445 | Episode return std: 3.806 | Episode return min: -31.000 | Episode return max: -3.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.032 | Entropy: 0.032 | Total loss: 0.636 | Value loss: 1.274
EVALUATOR - Steps per second: 2784.033 | Episode length mean: 14.812 | Episode length std: 3.340 | Episode length min: 8 | Episode length max: 23 | Episode return mean: -14.812 | Episode return std: 3.340 | Episode return min: -23.000 | Episode return max: -8.000
MISC - Timestep: 294912 | Elapsed time: 346.815
ACTOR - Steps per second: 938.170 | Episode length mean: 14.517 | Episode length std: 3.700 | Episode length min: 4 | Episode length max: 35 | Episode return mean: -14.517 | Episode return std: 3.700 | Episode return min: -35.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.030 | Entropy: 0.030 | Total loss: 0.596 | Value loss: 1.193
EVALUATOR - Steps per second: 2101.121 | Episode length mean: 15.188 | Episode length std: 3.097 | Episode length min: 10 | Episode length max: 22 | Episode return mean: -15.188 | Episode return std: 3.097 | Episode return min: -22.000 | Episode return max: -10.000
MISC - Timestep: 327680 | Elapsed time: 384.184
ACTOR - Steps per second: 900.027 | Episode length mean: 14.451 | Episode length std: 3.704 | Episode length min: 3 | Episode length max: 32 | Episode return mean: -14.451 | Episode return std: 3.704 | Episode return min: -32.000 | Episode return max: -3.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.028 | Entropy: 0.028 | Total loss: 0.576 | Value loss: 1.153
EVALUATOR - Steps per second: 1743.635 | Episode length mean: 14.531 | Episode length std: 3.674 | Episode length min: 7 | Episode length max: 21 | Episode return mean: -14.531 | Episode return std: 3.674 | Episode return min: -21.000 | Episode return max: -7.000
MISC - Timestep: 360448 | Elapsed time: 422.704
ACTOR - Steps per second: 882.801 | Episode length mean: 14.311 | Episode length std: 3.655 | Episode length min: 5 | Episode length max: 35 | Episode return mean: -14.311 | Episode return std: 3.655 | Episode return min: -35.000 | Episode return max: -5.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.026 | Entropy: 0.026 | Total loss: 0.567 | Value loss: 1.135
EVALUATOR - Steps per second: 2336.202 | Episode length mean: 14.562 | Episode length std: 3.579 | Episode length min: 8 | Episode length max: 25 | Episode return mean: -14.562 | Episode return std: 3.579 | Episode return min: -25.000 | Episode return max: -8.000
MISC - Timestep: 393216 | Elapsed time: 457.643
ACTOR - Steps per second: 961.235 | Episode length mean: 14.376 | Episode length std: 3.753 | Episode length min: 4 | Episode length max: 34 | Episode return mean: -14.411 | Episode return std: 4.089 | Episode return min: -92.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.025 | Entropy: 0.025 | Total loss: 0.909 | Value loss: 1.820
EVALUATOR - Steps per second: 1851.439 | Episode length mean: 13.625 | Episode length std: 3.008 | Episode length min: 8 | Episode length max: 21 | Episode return mean: -13.625 | Episode return std: 3.008 | Episode return min: -21.000 | Episode return max: -8.000
MISC - Timestep: 425984 | Elapsed time: 494.332
ACTOR - Steps per second: 915.725 | Episode length mean: 14.323 | Episode length std: 3.698 | Episode length min: 4 | Episode length max: 31 | Episode return mean: -14.323 | Episode return std: 3.698 | Episode return min: -31.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.025 | Entropy: 0.025 | Total loss: 0.570 | Value loss: 1.142
EVALUATOR - Steps per second: 2094.876 | Episode length mean: 14.312 | Episode length std: 3.386 | Episode length min: 9 | Episode length max: 25 | Episode return mean: -14.312 | Episode return std: 3.386 | Episode return min: -25.000 | Episode return max: -9.000
MISC - Timestep: 458752 | Elapsed time: 532.054
ACTOR - Steps per second: 882.639 | Episode length mean: 14.319 | Episode length std: 3.691 | Episode length min: 4 | Episode length max: 29 | Episode return mean: -14.319 | Episode return std: 3.691 | Episode return min: -29.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.026 | Entropy: 0.025 | Total loss: 0.573 | Value loss: 1.147
EVALUATOR - Steps per second: 1689.523 | Episode length mean: 13.844 | Episode length std: 3.519 | Episode length min: 7 | Episode length max: 22 | Episode return mean: -13.844 | Episode return std: 3.519 | Episode return min: -22.000 | Episode return max: -7.000
MISC - Timestep: 491520 | Elapsed time: 571.350
ACTOR - Steps per second: 848.093 | Episode length mean: 14.228 | Episode length std: 3.622 | Episode length min: 4 | Episode length max: 29 | Episode return mean: -14.228 | Episode return std: 3.622 | Episode return min: -29.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.024 | Entropy: 0.024 | Total loss: 0.547 | Value loss: 1.095
EVALUATOR - Steps per second: 2071.094 | Episode length mean: 14.688 | Episode length std: 3.868 | Episode length min: 8 | Episode length max: 24 | Episode return mean: -14.688 | Episode return std: 3.868 | Episode return min: -24.000 | Episode return max: -8.000
MISC - Timestep: 524288 | Elapsed time: 611.222
ACTOR - Steps per second: 842.943 | Episode length mean: 14.274 | Episode length std: 3.704 | Episode length min: 4 | Episode length max: 35 | Episode return mean: -14.274 | Episode return std: 3.704 | Episode return min: -35.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.024 | Entropy: 0.024 | Total loss: 0.560 | Value loss: 1.121
EVALUATOR - Steps per second: 2398.250 | Episode length mean: 15.625 | Episode length std: 3.189 | Episode length min: 10 | Episode length max: 24 | Episode return mean: -15.625 | Episode return std: 3.189 | Episode return min: -24.000 | Episode return max: -10.000
MISC - Timestep: 557056 | Elapsed time: 646.782
ACTOR - Steps per second: 949.309 | Episode length mean: 14.376 | Episode length std: 3.838 | Episode length min: 3 | Episode length max: 34 | Episode return mean: -14.376 | Episode return std: 3.838 | Episode return min: -34.000 | Episode return max: -3.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.024 | Entropy: 0.024 | Total loss: 0.566 | Value loss: 1.133
EVALUATOR - Steps per second: 1625.075 | Episode length mean: 14.438 | Episode length std: 3.921 | Episode length min: 5 | Episode length max: 23 | Episode return mean: -14.438 | Episode return std: 3.921 | Episode return min: -23.000 | Episode return max: -5.000
MISC - Timestep: 589824 | Elapsed time: 681.899
ACTOR - Steps per second: 962.090 | Episode length mean: 14.336 | Episode length std: 3.657 | Episode length min: 4 | Episode length max: 30 | Episode return mean: -14.336 | Episode return std: 3.657 | Episode return min: -30.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.023 | Entropy: 0.023 | Total loss: 0.541 | Value loss: 1.083
EVALUATOR - Steps per second: 2242.647 | Episode length mean: 15.688 | Episode length std: 4.996 | Episode length min: 8 | Episode length max: 27 | Episode return mean: -15.688 | Episode return std: 4.996 | Episode return min: -27.000 | Episode return max: -8.000
MISC - Timestep: 622592 | Elapsed time: 717.628
ACTOR - Steps per second: 941.995 | Episode length mean: 14.232 | Episode length std: 3.744 | Episode length min: 4 | Episode length max: 30 | Episode return mean: -14.232 | Episode return std: 3.744 | Episode return min: -30.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.023 | Entropy: 0.023 | Total loss: 0.534 | Value loss: 1.068
EVALUATOR - Steps per second: 2476.973 | Episode length mean: 14.438 | Episode length std: 3.142 | Episode length min: 9 | Episode length max: 20 | Episode return mean: -14.438 | Episode return std: 3.142 | Episode return min: -20.000 | Episode return max: -9.000
MISC - Timestep: 655360 | Elapsed time: 751.228
ACTOR - Steps per second: 1002.433 | Episode length mean: 14.163 | Episode length std: 3.592 | Episode length min: 5 | Episode length max: 30 | Episode return mean: -14.163 | Episode return std: 3.592 | Episode return min: -30.000 | Episode return max: -5.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.022 | Entropy: 0.022 | Total loss: 0.519 | Value loss: 1.038
EVALUATOR - Steps per second: 2119.239 | Episode length mean: 15.281 | Episode length std: 3.493 | Episode length min: 9 | Episode length max: 25 | Episode return mean: -15.281 | Episode return std: 3.493 | Episode return min: -25.000 | Episode return max: -9.000
MISC - Timestep: 688128 | Elapsed time: 787.716
ACTOR - Steps per second: 921.613 | Episode length mean: 14.241 | Episode length std: 3.640 | Episode length min: 4 | Episode length max: 28 | Episode return mean: -14.241 | Episode return std: 3.640 | Episode return min: -28.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.022 | Entropy: 0.022 | Total loss: 0.525 | Value loss: 1.052
EVALUATOR - Steps per second: 2775.209 | Episode length mean: 13.875 | Episode length std: 3.847 | Episode length min: 8 | Episode length max: 22 | Episode return mean: -13.875 | Episode return std: 3.847 | Episode return min: -22.000 | Episode return max: -8.000
MISC - Timestep: 720896 | Elapsed time: 826.460
ACTOR - Steps per second: 867.230 | Episode length mean: 14.108 | Episode length std: 3.590 | Episode length min: 3 | Episode length max: 29 | Episode return mean: -14.108 | Episode return std: 3.590 | Episode return min: -29.000 | Episode return max: -3.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.021 | Entropy: 0.021 | Total loss: 0.509 | Value loss: 1.020
EVALUATOR - Steps per second: 2309.018 | Episode length mean: 13.562 | Episode length std: 3.259 | Episode length min: 7 | Episode length max: 20 | Episode return mean: -13.562 | Episode return std: 3.259 | Episode return min: -20.000 | Episode return max: -7.000
MISC - Timestep: 753664 | Elapsed time: 861.485
ACTOR - Steps per second: 965.308 | Episode length mean: 14.186 | Episode length std: 3.572 | Episode length min: 3 | Episode length max: 30 | Episode return mean: -14.186 | Episode return std: 3.572 | Episode return min: -30.000 | Episode return max: -3.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.021 | Entropy: 0.021 | Total loss: 0.502 | Value loss: 1.006
EVALUATOR - Steps per second: 1560.186 | Episode length mean: 13.875 | Episode length std: 3.257 | Episode length min: 8 | Episode length max: 21 | Episode return mean: -13.875 | Episode return std: 3.257 | Episode return min: -21.000 | Episode return max: -8.000
MISC - Timestep: 786432 | Elapsed time: 897.326
ACTOR - Steps per second: 949.749 | Episode length mean: 14.422 | Episode length std: 3.697 | Episode length min: 3 | Episode length max: 33 | Episode return mean: -14.422 | Episode return std: 3.697 | Episode return min: -33.000 | Episode return max: -3.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.022 | Entropy: 0.022 | Total loss: 0.513 | Value loss: 1.028
EVALUATOR - Steps per second: 1581.525 | Episode length mean: 13.969 | Episode length std: 3.901 | Episode length min: 8 | Episode length max: 24 | Episode return mean: -13.969 | Episode return std: 3.901 | Episode return min: -24.000 | Episode return max: -8.000
MISC - Timestep: 819200 | Elapsed time: 936.484
ACTOR - Steps per second: 854.006 | Episode length mean: 14.245 | Episode length std: 3.623 | Episode length min: 4 | Episode length max: 35 | Episode return mean: -14.245 | Episode return std: 3.623 | Episode return min: -35.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.021 | Entropy: 0.021 | Total loss: 0.499 | Value loss: 0.999
EVALUATOR - Steps per second: 2039.342 | Episode length mean: 14.625 | Episode length std: 3.855 | Episode length min: 8 | Episode length max: 23 | Episode return mean: -14.625 | Episode return std: 3.855 | Episode return min: -23.000 | Episode return max: -8.000
MISC - Timestep: 851968 | Elapsed time: 973.538
ACTOR - Steps per second: 900.832 | Episode length mean: 14.225 | Episode length std: 3.642 | Episode length min: 4 | Episode length max: 29 | Episode return mean: -14.225 | Episode return std: 3.642 | Episode return min: -29.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.020 | Entropy: 0.019 | Total loss: 0.504 | Value loss: 1.009
EVALUATOR - Steps per second: 1741.209 | Episode length mean: 14.438 | Episode length std: 3.464 | Episode length min: 6 | Episode length max: 23 | Episode return mean: -14.438 | Episode return std: 3.464 | Episode return min: -23.000 | Episode return max: -6.000
MISC - Timestep: 884736 | Elapsed time: 1009.846
ACTOR - Steps per second: 929.495 | Episode length mean: 14.258 | Episode length std: 3.653 | Episode length min: 4 | Episode length max: 31 | Episode return mean: -14.258 | Episode return std: 3.653 | Episode return min: -31.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.019 | Entropy: 0.019 | Total loss: 0.509 | Value loss: 1.019
EVALUATOR - Steps per second: 2055.298 | Episode length mean: 13.312 | Episode length std: 3.703 | Episode length min: 7 | Episode length max: 22 | Episode return mean: -13.312 | Episode return std: 3.703 | Episode return min: -22.000 | Episode return max: -7.000
MISC - Timestep: 917504 | Elapsed time: 1045.560
ACTOR - Steps per second: 941.578 | Episode length mean: 14.167 | Episode length std: 3.630 | Episode length min: 3 | Episode length max: 28 | Episode return mean: -14.167 | Episode return std: 3.630 | Episode return min: -28.000 | Episode return max: -3.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.019 | Entropy: 0.018 | Total loss: 0.485 | Value loss: 0.971
EVALUATOR - Steps per second: 2172.101 | Episode length mean: 14.812 | Episode length std: 3.601 | Episode length min: 8 | Episode length max: 23 | Episode return mean: -14.812 | Episode return std: 3.601 | Episode return min: -23.000 | Episode return max: -8.000
MISC - Timestep: 950272 | Elapsed time: 1081.385
ACTOR - Steps per second: 932.249 | Episode length mean: 14.303 | Episode length std: 3.664 | Episode length min: 4 | Episode length max: 31 | Episode return mean: -14.303 | Episode return std: 3.664 | Episode return min: -31.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.018 | Entropy: 0.018 | Total loss: 0.517 | Value loss: 1.035
EVALUATOR - Steps per second: 1784.538 | Episode length mean: 14.844 | Episode length std: 3.801 | Episode length min: 8 | Episode length max: 25 | Episode return mean: -14.844 | Episode return std: 3.801 | Episode return min: -25.000 | Episode return max: -8.000
MISC - Timestep: 983040 | Elapsed time: 1116.480
ACTOR - Steps per second: 950.127 | Episode length mean: 14.291 | Episode length std: 3.718 | Episode length min: 5 | Episode length max: 29 | Episode return mean: -14.291 | Episode return std: 3.718 | Episode return min: -29.000 | Episode return max: -5.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.018 | Entropy: 0.018 | Total loss: 0.489 | Value loss: 0.979
EVALUATOR - Steps per second: 2349.014 | Episode length mean: 13.469 | Episode length std: 3.623 | Episode length min: 6 | Episode length max: 23 | Episode return mean: -13.469 | Episode return std: 3.623 | Episode return min: -23.000 | Episode return max: -6.000
MISC - Timestep: 1015808 | Elapsed time: 1149.704
ACTOR - Steps per second: 1013.775 | Episode length mean: 14.215 | Episode length std: 3.719 | Episode length min: 4 | Episode length max: 29 | Episode return mean: -14.215 | Episode return std: 3.719 | Episode return min: -29.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.000 | Avg policy entropy: 0.017 | Entropy: 0.017 | Total loss: 0.486 | Value loss: 0.973
EVALUATOR - Steps per second: 2006.349 | Episode length mean: 13.562 | Episode length std: 2.915 | Episode length min: 7 | Episode length max: 24 | Episode return mean: -13.562 | Episode return std: 2.915 | Episode return min: -24.000 | Episode return max: -7.000
MISC - Timestep: 1048576 | Elapsed time: 1185.395
ACTOR - Steps per second: 942.275 | Episode length mean: 14.261 | Episode length std: 3.571 | Episode length min: 4 | Episode length max: 33 | Episode return mean: -14.261 | Episode return std: 3.571 | Episode return min: -33.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.017 | Entropy: 0.017 | Total loss: 0.478 | Value loss: 0.958
EVALUATOR - Steps per second: 1946.054 | Episode length mean: 13.969 | Episode length std: 3.197 | Episode length min: 7 | Episode length max: 21 | Episode return mean: -13.969 | Episode return std: 3.197 | Episode return min: -21.000 | Episode return max: -7.000
MISC - Timestep: 1081344 | Elapsed time: 1219.850
ACTOR - Steps per second: 978.898 | Episode length mean: 14.229 | Episode length std: 3.666 | Episode length min: 4 | Episode length max: 32 | Episode return mean: -14.229 | Episode return std: 3.666 | Episode return min: -32.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.000 | Avg policy entropy: 0.017 | Entropy: 0.016 | Total loss: 0.490 | Value loss: 0.981
EVALUATOR - Steps per second: 2020.109 | Episode length mean: 13.812 | Episode length std: 3.737 | Episode length min: 7 | Episode length max: 25 | Episode return mean: -13.812 | Episode return std: 3.737 | Episode return min: -25.000 | Episode return max: -7.000
MISC - Timestep: 1114112 | Elapsed time: 1275.199
ACTOR - Steps per second: 603.341 | Episode length mean: 14.269 | Episode length std: 3.522 | Episode length min: 2 | Episode length max: 31 | Episode return mean: -14.269 | Episode return std: 3.522 | Episode return min: -31.000 | Episode return max: -2.000
TRAINER - Actor loss: -0.000 | Avg policy entropy: 0.017 | Entropy: 0.016 | Total loss: 0.446 | Value loss: 0.894
EVALUATOR - Steps per second: 1860.469 | Episode length mean: 13.906 | Episode length std: 3.301 | Episode length min: 9 | Episode length max: 21 | Episode return mean: -13.906 | Episode return std: 3.301 | Episode return min: -21.000 | Episode return max: -9.000
MISC - Timestep: 1146880 | Elapsed time: 1336.253
ACTOR - Steps per second: 543.726 | Episode length mean: 14.140 | Episode length std: 3.661 | Episode length min: 4 | Episode length max: 29 | Episode return mean: -14.140 | Episode return std: 3.661 | Episode return min: -29.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.017 | Entropy: 0.017 | Total loss: 0.471 | Value loss: 0.944
EVALUATOR - Steps per second: 1904.046 | Episode length mean: 14.094 | Episode length std: 2.731 | Episode length min: 9 | Episode length max: 20 | Episode return mean: -14.094 | Episode return std: 2.731 | Episode return min: -20.000 | Episode return max: -9.000
MISC - Timestep: 1179648 | Elapsed time: 1369.892
ACTOR - Steps per second: 982.278 | Episode length mean: 14.260 | Episode length std: 3.655 | Episode length min: 4 | Episode length max: 39 | Episode return mean: -14.260 | Episode return std: 3.655 | Episode return min: -39.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.016 | Entropy: 0.016 | Total loss: 0.462 | Value loss: 0.924
EVALUATOR - Steps per second: 1374.129 | Episode length mean: 13.188 | Episode length std: 2.931 | Episode length min: 9 | Episode length max: 21 | Episode return mean: -13.188 | Episode return std: 2.931 | Episode return min: -21.000 | Episode return max: -9.000
MISC - Timestep: 1212416 | Elapsed time: 1408.792
ACTOR - Steps per second: 856.870 | Episode length mean: 14.201 | Episode length std: 3.677 | Episode length min: 5 | Episode length max: 30 | Episode return mean: -14.201 | Episode return std: 3.677 | Episode return min: -30.000 | Episode return max: -5.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.017 | Entropy: 0.017 | Total loss: 0.472 | Value loss: 0.946
EVALUATOR - Steps per second: 2722.113 | Episode length mean: 14.438 | Episode length std: 3.648 | Episode length min: 8 | Episode length max: 23 | Episode return mean: -14.438 | Episode return std: 3.648 | Episode return min: -23.000 | Episode return max: -8.000
MISC - Timestep: 1245184 | Elapsed time: 1442.313
ACTOR - Steps per second: 994.324 | Episode length mean: 14.193 | Episode length std: 3.610 | Episode length min: 4 | Episode length max: 31 | Episode return mean: -14.193 | Episode return std: 3.610 | Episode return min: -31.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.016 | Entropy: 0.016 | Total loss: 0.458 | Value loss: 0.918
EVALUATOR - Steps per second: 1775.735 | Episode length mean: 13.281 | Episode length std: 3.105 | Episode length min: 7 | Episode length max: 22 | Episode return mean: -13.281 | Episode return std: 3.105 | Episode return min: -22.000 | Episode return max: -7.000
MISC - Timestep: 1277952 | Elapsed time: 1475.400
ACTOR - Steps per second: 1008.050 | Episode length mean: 14.110 | Episode length std: 3.605 | Episode length min: 3 | Episode length max: 29 | Episode return mean: -14.110 | Episode return std: 3.605 | Episode return min: -29.000 | Episode return max: -3.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.016 | Entropy: 0.016 | Total loss: 0.446 | Value loss: 0.893
EVALUATOR - Steps per second: 2120.890 | Episode length mean: 14.844 | Episode length std: 3.914 | Episode length min: 7 | Episode length max: 23 | Episode return mean: -14.844 | Episode return std: 3.914 | Episode return min: -23.000 | Episode return max: -7.000
MISC - Timestep: 1310720 | Elapsed time: 1508.683
ACTOR - Steps per second: 1003.194 | Episode length mean: 14.077 | Episode length std: 3.496 | Episode length min: 5 | Episode length max: 31 | Episode return mean: -14.077 | Episode return std: 3.496 | Episode return min: -31.000 | Episode return max: -5.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.016 | Entropy: 0.016 | Total loss: 0.452 | Value loss: 0.906
EVALUATOR - Steps per second: 1570.923 | Episode length mean: 15.281 | Episode length std: 4.296 | Episode length min: 9 | Episode length max: 25 | Episode return mean: -15.281 | Episode return std: 4.296 | Episode return min: -25.000 | Episode return max: -9.000
MISC - Timestep: 1343488 | Elapsed time: 1542.389
ACTOR - Steps per second: 991.614 | Episode length mean: 14.110 | Episode length std: 3.610 | Episode length min: 4 | Episode length max: 30 | Episode return mean: -14.110 | Episode return std: 3.610 | Episode return min: -30.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.016 | Entropy: 0.016 | Total loss: 0.446 | Value loss: 0.894
EVALUATOR - Steps per second: 1838.896 | Episode length mean: 13.938 | Episode length std: 3.191 | Episode length min: 9 | Episode length max: 21 | Episode return mean: -13.938 | Episode return std: 3.191 | Episode return min: -21.000 | Episode return max: -9.000
MISC - Timestep: 1376256 | Elapsed time: 1575.901
ACTOR - Steps per second: 1007.656 | Episode length mean: 14.249 | Episode length std: 3.580 | Episode length min: 4 | Episode length max: 34 | Episode return mean: -14.249 | Episode return std: 3.580 | Episode return min: -34.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.017 | Entropy: 0.017 | Total loss: 0.457 | Value loss: 0.915
EVALUATOR - Steps per second: 2490.696 | Episode length mean: 13.656 | Episode length std: 3.433 | Episode length min: 8 | Episode length max: 25 | Episode return mean: -13.656 | Episode return std: 3.433 | Episode return min: -25.000 | Episode return max: -8.000
MISC - Timestep: 1409024 | Elapsed time: 1611.080
ACTOR - Steps per second: 946.652 | Episode length mean: 14.263 | Episode length std: 3.677 | Episode length min: 4 | Episode length max: 30 | Episode return mean: -14.263 | Episode return std: 3.677 | Episode return min: -30.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.017 | Entropy: 0.017 | Total loss: 0.449 | Value loss: 0.899
EVALUATOR - Steps per second: 1851.112 | Episode length mean: 15.219 | Episode length std: 3.663 | Episode length min: 8 | Episode length max: 25 | Episode return mean: -15.219 | Episode return std: 3.663 | Episode return min: -25.000 | Episode return max: -8.000
MISC - Timestep: 1441792 | Elapsed time: 1645.356
ACTOR - Steps per second: 973.257 | Episode length mean: 14.360 | Episode length std: 3.642 | Episode length min: 4 | Episode length max: 31 | Episode return mean: -14.360 | Episode return std: 3.642 | Episode return min: -31.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Avg policy entropy: 0.017 | Entropy: 0.017 | Total loss: 0.465 | Value loss: 0.932
